x,y
0.0,3.068740120961585
0.10101010101010101,4.693765364719085
0.20202020202020202,5.364487713189351
0.30303030303030304,4.8948051944330615
0.40404040404040403,5.518566390921114
0.5050505050505051,6.137614807607558
0.6060606060606061,5.189467450449456
0.7070707070707071,6.457100058757426
0.8080808080808081,7.188579654689383
0.9090909090909091,7.620373726222929
1.0101010101010102,6.28180342719894
1.1111111111111112,8.356391759440978
1.2121212121212122,6.561650550919901
1.3131313131313131,7.852483496191422
1.4141414141414141,7.596538733999595
1.5151515151515151,8.734696320809086
1.6161616161616161,10.005419157930758
1.7171717171717171,8.350679936108872
1.8181818181818181,8.656405498200103
1.9191919191919191,8.12920352749457
2.0202020202020203,8.247766180158168
2.121212121212121,10.224197496067378
2.2222222222222223,10.181129811244784
2.323232323232323,9.43749691407221
2.4242424242424243,10.228552519023127
2.525252525252525,9.896505608142721
2.6262626262626263,7.416550591924864
2.727272727272727,9.841027220479912
2.8282828282828283,11.391889588154893
2.929292929292929,12.82225736858588
3.0303030303030303,11.438492797243988
3.131313131313131,11.165749835816952
3.2323232323232323,11.909171201781751
3.3333333333333335,12.575610940757194
3.4343434343434343,10.084164760782588
3.5353535353535355,12.8178178602177
3.6363636363636362,12.029641450784986
3.7373737373737375,12.130075598248515
3.8383838383838382,12.976772158333103
3.9393939393939394,13.81223829528312
4.040404040404041,12.447150112609624
4.141414141414141,13.494908229165814
4.242424242424242,15.4999553467019
4.343434343434343,12.573869208643819
4.444444444444445,13.777298945687445
4.545454545454545,15.918576868977969
4.646464646464646,15.623286044347799
4.747474747474747,15.903179785570952
4.848484848484849,14.642372193112063
4.94949494949495,14.815447286726839
5.05050505050505,14.838228097958737
5.151515151515151,14.987032177354287
5.252525252525253,16.22552459632213
5.353535353535354,15.162803876736419
5.454545454545454,14.986822895239897
5.555555555555555,16.525007349274937
5.656565656565657,13.923231802080375
5.757575757575758,16.38361569907159
5.858585858585858,17.230226367714156
5.959595959595959,16.784371216285432
6.0606060606060606,16.30432227158786
6.161616161616162,16.779589486217287
6.262626262626262,17.165187429732693
6.363636363636363,18.38077881589684
6.4646464646464645,16.36163748266143
6.565656565656566,20.355796589098997
6.666666666666667,18.153699662688435
6.767676767676767,17.394297837301533
6.8686868686868685,20.938472108118855
6.96969696969697,20.553210258002743
7.070707070707071,18.96227063436701
7.171717171717171,18.456209134889004
7.2727272727272725,20.709943932930578
7.373737373737374,19.122314966632587
7.474747474747475,20.690821030533336
7.575757575757575,20.743453640349394
7.6767676767676765,20.202109665529655
7.777777777777778,21.875737889382485
7.878787878787879,20.551332259370728
7.979797979797979,21.010633862608845
8.080808080808081,21.887091207444666
8.181818181818182,22.491907109379028
8.282828282828282,19.459974058681546
8.383838383838384,21.24937893198545
8.484848484848484,21.29998253645999
8.585858585858587,23.106132234634316
8.686868686868687,23.545819361501874
8.787878787878787,21.603820018117688
8.88888888888889,22.470272110543213
8.98989898989899,22.98031965250379
9.09090909090909,22.043162063574535
9.191919191919192,21.27728187753405
9.292929292929292,22.396096203855794
9.393939393939394,24.344091483778314
9.494949494949495,25.34770293085676
9.595959595959595,25.258313389983503
9.696969696969697,25.20369595666815
9.797979797979798,26.23801771030041
9.8989898989899,25.383451873754186
10.0,25.24882735869702
